date,department,day_of_week,month,expected_patients,capacity,occupancy_ratio,avg_waiting_time,doctors_available,had_event,event_severity
2025-09-12,Radiology,4,9,27,40,0.675,15.8,2,0,none
2025-09-13,Emergency,5,9,41,100,0.41,13.3,4,0,none
2025-09-13,OPD - General Medicine,5,9,76,150,0.507,13.3,7,0,none
2025-09-13,Cardiology,5,9,20,60,0.333,17.0,2,0,none
2025-09-13,Orthopedics,5,9,21,50,0.42,14.6,1,0,none
2025-09-13,Pediatrics,5,9,30,70,0.429,12.8,2,0,none
2025-09-13,Radiology,5,9,19,40,0.475,16.9,2,0,none
2025-09-14,Emergency,6,9,44,100,0.44,13.6,4,0,none
2025-09-14,OPD - General Medicine,6,9,103,150,0.687,13.1,6,0,none
2025-09-14,Cardiology,6,9,32,60,0.533,14.8,2,0,none
2025-09-14,Orthopedics,6,9,22,50,0.44,17.2,2,0,none
2025-09-14,Pediatrics,6,9,39,70,0.557,15.1,3,0,none
2025-09-14,Radiology,6,9,20,40,0.5,13.4,1,0,none
2025-09-15,Emergency,0,9,59,100,0.59,17.1,4,0,none
2025-09-15,OPD - General Medicine,0,9,195,150,1.3,93.9,7,0,none
2025-09-15,Cardiology,0,9,49,60,0.817,26.8,2,0,none
2025-09-15,Orthopedics,0,9,43,50,0.86,30.9,1,0,none
2025-09-15,Pediatrics,0,9,44,70,0.629,14.2,3,0,none
2025-09-15,Radiology,0,9,26,40,0.65,17.2,1,0,none
2025-09-16,Emergency,1,9,63,100,0.63,14.8,4,0,none
2025-09-16,OPD - General Medicine,1,9,139,150,0.927,36.0,6,0,none
2025-09-16,Cardiology,1,9,42,60,0.7,14.2,2,0,none
2025-09-16,Orthopedics,1,9,31,50,0.62,15.0,1,0,none
2025-09-16,Pediatrics,1,9,49,70,0.7,16.9,3,0,none
2025-09-16,Radiology,1,9,18,40,0.45,15.7,2,0,none
2025-09-17,Emergency,2,9,72,100,0.72,18.7,3,0,none
2025-09-17,OPD - General Medicine,2,9,125,150,0.833,28.2,5,0,none
2025-09-17,Cardiology,2,9,37,60,0.617,16.3,2,0,none
2025-09-17,Orthopedics,2,9,36,50,0.72,17.5,2,0,none
2025-09-17,Pediatrics,2,9,60,70,0.857,35.7,3,0,none
2025-09-17,Radiology,2,9,25,40,0.625,14.7,1,0,none
2025-09-18,Emergency,3,9,63,100,0.63,13.8,3,0,none
2025-09-18,OPD - General Medicine,3,9,135,150,0.9,35.7,6,0,none
2025-09-18,Cardiology,3,9,45,60,0.75,20.0,2,0,none
2025-09-18,Orthopedics,3,9,29,50,0.58,14.5,2,0,none
2025-09-18,Pediatrics,3,9,40,70,0.571,13.3,3,0,none
2025-09-18,Radiology,3,9,27,40,0.675,13.3,1,0,none
2025-09-19,Emergency,4,9,48,100,0.48,13.9,4,0,none
2025-09-19,OPD - General Medicine,4,9,114,150,0.76,18.9,5,0,none
2025-09-19,Cardiology,4,9,54,60,0.9,37.5,2,1,high
2025-09-19,Orthopedics,4,9,26,50,0.52,13.1,2,0,none
2025-09-19,Pediatrics,4,9,48,70,0.686,14.3,2,0,none
2025-09-19,Radiology,4,9,20,40,0.5,16.8,2,0,none
2025-09-20,Emergency,5,9,45,100,0.45,13.6,5,0,none
2025-09-20,OPD - General Medicine,5,9,82,150,0.547,16.3,6,0,none
2025-09-20,Cardiology,5,9,39,60,0.65,13.2,2,0,none
2025-09-20,Orthopedics,5,9,23,50,0.46,16.7,2,0,none
2025-09-20,Pediatrics,5,9,32,70,0.457,13.7,2,0,none
2025-09-20,Radiology,5,9,18,40,0.45,15.2,1,0,none
2025-09-21,Emergency,6,9,41,100,0.41,15.2,4,0,none
2025-09-21,OPD - General Medicine,6,9,78,150,0.52,14.4,6,0,none
2025-09-21,Cardiology,6,9,29,60,0.483,14.6,2,0,none
2025-09-21,Orthopedics,6,9,27,50,0.54,15.7,1,0,none
2025-09-21,Pediatrics,6,9,34,70,0.486,16.0,3,0,none
2025-09-21,Radiology,6,9,18,40,0.45,16.1,1,0,none
2025-09-22,Emergency,0,9,78,100,0.78,24.5,4,0,none
2025-09-22,OPD - General Medicine,0,9,146,150,0.973,48.4,7,0,none
2025-09-22,Cardiology,0,9,51,60,0.85,33.9,2,0,none
2025-09-22,Orthopedics,0,9,39,50,0.78,28.2,2,0,none
2025-09-22,Pediatrics,0,9,50,70,0.714,14.6,3,0,none
2025-09-22,Radiology,0,9,30,40,0.75,18.0,2,0,none
2025-09-23,Emergency,1,9,57,100,0.57,14.7,5,0,none
2025-09-23,OPD - General Medicine,1,9,116,150,0.773,24.6,5,0,none
2025-09-23,Cardiology,1,9,37,60,0.617,13.7,2,0,none
2025-09-23,Orthopedics,1,9,31,50,0.62,16.0,2,0,none
2025-09-23,Pediatrics,1,9,45,70,0.643,16.2,3,0,none
2025-09-23,Radiology,1,9,27,40,0.675,15.5,2,0,none
2025-09-24,Emergency,2,9,60,100,0.6,15.1,4,0,none
2025-09-24,OPD - General Medicine,2,9,112,150,0.747,22.6,5,0,none
2025-09-24,Cardiology,2,9,38,60,0.633,15.3,2,0,none
2025-09-24,Orthopedics,2,9,33,50,0.66,15.6,2,0,none
2025-09-24,Pediatrics,2,9,50,70,0.714,18.6,2,0,none
2025-09-24,Radiology,2,9,27,40,0.675,17.1,1,0,none
2025-09-25,Emergency,3,9,75,100,0.75,20.5,4,0,none
2025-09-25,OPD - General Medicine,3,9,104,150,0.693,13.6,6,0,none
2025-09-25,Cardiology,3,9,48,60,0.8,30.1,2,0,none
2025-09-25,Orthopedics,3,9,28,50,0.56,12.8,2,0,none
2025-09-25,Pediatrics,3,9,54,70,0.771,25.8,3,0,none
2025-09-25,Radiology,3,9,23,40,0.575,13.4,2,0,none
2025-09-26,Emergency,4,9,62,100,0.62,13.0,5,0,none
2025-09-26,OPD - General Medicine,4,9,138,150,0.92,39.7,6,0,none
2025-09-26,Cardiology,4,9,35,60,0.583,17.0,3,0,none
2025-09-26,Orthopedics,4,9,33,50,0.66,15.9,2,0,none
2025-09-26,Pediatrics,4,9,55,70,0.786,22.9,3,0,none
2025-09-26,Radiology,4,9,29,40,0.725,15.9,2,0,none
2025-09-27,Emergency,5,9,47,100,0.47,13.0,4,0,none
2025-09-27,OPD - General Medicine,5,9,89,150,0.593,15.0,8,0,none
2025-09-27,Cardiology,5,9,32,60,0.533,14.0,2,0,none
2025-09-27,Orthopedics,5,9,24,50,0.48,16.8,2,0,none
2025-09-27,Pediatrics,5,9,29,70,0.414,15.8,3,0,none
2025-09-27,Radiology,5,9,20,40,0.5,17.2,1,0,none
2025-09-28,Emergency,6,9,45,100,0.45,13.9,4,0,none
2025-09-28,OPD - General Medicine,6,9,77,150,0.513,17.0,6,0,none
2025-09-28,Cardiology,6,9,37,60,0.617,15.0,2,0,none
2025-09-28,Orthopedics,6,9,24,50,0.48,13.9,2,0,none
2025-09-28,Pediatrics,6,9,29,70,0.414,16.5,2,0,none
2025-09-28,Radiology,6,9,21,40,0.525,16.5,1,0,none
2025-09-29,Emergency,0,9,69,100,0.69,14.5,3,0,none
2025-09-29,OPD - General Medicine,0,9,163,150,1.087,55.6,7,0,none
2025-09-29,Cardiology,0,9,47,60,0.783,23.2,2,0,none
2025-09-29,Orthopedics,0,9,45,50,0.9,40.9,2,0,none
2025-09-29,Pediatrics,0,9,48,70,0.686,13.3,2,0,none
2025-09-29,Radiology,0,9,37,40,0.925,40.1,1,0,none
2025-09-30,Emergency,1,9,90,100,0.9,39.2,5,1,high
2025-09-30,OPD - General Medicine,1,9,128,150,0.853,35.9,6,0,none
2025-09-30,Cardiology,1,9,37,60,0.617,13.6,2,0,none
2025-09-30,Orthopedics,1,9,26,50,0.52,15.2,2,0,none
2025-09-30,Pediatrics,1,9,47,70,0.671,16.3,3,0,none
2025-09-30,Radiology,1,9,26,40,0.65,16.8,1,0,none
2025-10-01,Emergency,2,10,62,100,0.62,12.8,4,0,none
2025-10-01,OPD - General Medicine,2,10,123,150,0.82,28.8,6,0,none
2025-10-01,Cardiology,2,10,36,60,0.6,14.7,3,0,none
2025-10-01,Orthopedics,2,10,34,50,0.68,16.5,1,0,none
2025-10-01,Pediatrics,2,10,42,70,0.6,15.9,3,0,none
2025-10-01,Radiology,2,10,29,40,0.725,15.8,1,0,none
2025-10-02,Emergency,3,10,64,100,0.64,14.4,3,0,none
2025-10-02,OPD - General Medicine,3,10,132,150,0.88,41.2,6,0,none
2025-10-02,Cardiology,3,10,36,60,0.6,13.9,3,0,none
2025-10-02,Orthopedics,3,10,40,50,0.8,24.8,2,0,none
2025-10-02,Pediatrics,3,10,45,70,0.643,13.9,2,0,none
2025-10-02,Radiology,3,10,26,40,0.65,14.4,1,0,none
2025-10-03,Emergency,4,10,66,100,0.66,15.7,5,0,none
2025-10-03,OPD - General Medicine,4,10,112,150,0.747,23.4,6,0,none
2025-10-03,Cardiology,4,10,41,60,0.683,17.2,3,0,none
2025-10-03,Orthopedics,4,10,33,50,0.66,13.6,2,0,none
2025-10-03,Pediatrics,4,10,42,70,0.6,13.5,3,0,none
2025-10-03,Radiology,4,10,30,40,0.75,19.8,2,0,none
2025-10-04,Emergency,5,10,46,100,0.46,13.5,4,0,none
2025-10-04,OPD - General Medicine,5,10,93,150,0.62,14.8,6,0,none
2025-10-04,Cardiology,5,10,36,60,0.6,14.8,2,0,none
2025-10-04,Orthopedics,5,10,24,50,0.48,15.6,2,0,none
2025-10-04,Pediatrics,5,10,29,70,0.414,15.2,3,0,none
2025-10-04,Radiology,5,10,20,40,0.5,15.6,2,0,none
2025-10-05,Emergency,6,10,43,100,0.43,16.1,3,0,none
2025-10-05,OPD - General Medicine,6,10,81,150,0.54,16.3,7,0,none
2025-10-05,Cardiology,6,10,30,60,0.5,14.6,2,0,none
2025-10-05,Orthopedics,6,10,27,50,0.54,14.7,1,0,none
2025-10-05,Pediatrics,6,10,34,70,0.486,14.4,2,0,none
2025-10-05,Radiology,6,10,21,40,0.525,12.9,2,0,none
2025-10-06,Emergency,0,10,74,100,0.74,22.0,4,0,none
2025-10-06,OPD - General Medicine,0,10,152,150,1.013,56.5,6,0,none
2025-10-06,Cardiology,0,10,38,60,0.633,14.0,2,0,none
2025-10-06,Orthopedics,0,10,35,50,0.7,16.3,2,0,none
2025-10-06,Pediatrics,0,10,53,70,0.757,21.4,2,0,none
2025-10-06,Radiology,0,10,29,40,0.725,19.6,1,0,none
2025-10-07,Emergency,1,10,58,100,0.58,15.8,5,0,none
2025-10-07,OPD - General Medicine,1,10,111,150,0.74,22.8,6,0,none
2025-10-07,Cardiology,1,10,36,60,0.6,16.7,2,0,none
2025-10-07,Orthopedics,1,10,26,50,0.52,13.6,2,0,none
2025-10-07,Pediatrics,1,10,43,70,0.614,16.5,3,0,none
2025-10-07,Radiology,1,10,21,40,0.525,14.0,1,0,none
2025-10-08,Emergency,2,10,56,100,0.56,15.7,4,0,none
2025-10-08,OPD - General Medicine,2,10,127,150,0.847,32.2,6,0,none
2025-10-08,Cardiology,2,10,30,60,0.5,17.1,2,0,none
2025-10-08,Orthopedics,2,10,24,50,0.48,15.6,2,0,none
2025-10-08,Pediatrics,2,10,45,70,0.643,13.9,2,0,none
2025-10-08,Radiology,2,10,27,40,0.675,16.6,1,0,none
2025-10-09,Emergency,3,10,55,100,0.55,15.7,4,0,none
2025-10-09,OPD - General Medicine,3,10,99,150,0.66,13.5,5,0,none
2025-10-09,Cardiology,3,10,75,60,1.25,82.6,3,1,critical
2025-10-09,Orthopedics,3,10,29,50,0.58,15.3,2,0,none
2025-10-09,Pediatrics,3,10,51,70,0.729,20.1,3,0,none
2025-10-09,Radiology,3,10,27,40,0.675,12.9,1,0,none
2025-10-10,Emergency,4,10,60,100,0.6,13.6,5,0,none
2025-10-10,OPD - General Medicine,4,10,137,150,0.913,42.8,6,0,none
2025-10-10,Cardiology,4,10,31,60,0.517,16.5,2,0,none
2025-10-10,Orthopedics,4,10,33,50,0.66,16.2,2,0,none
2025-10-10,Pediatrics,4,10,35,70,0.5,14.3,3,0,none
2025-10-10,Radiology,4,10,24,40,0.6,13.3,2,0,none
2025-10-11,Emergency,5,10,52,100,0.52,14.5,4,0,none
2025-10-11,OPD - General Medicine,5,10,95,150,0.633,13.0,6,0,none
2025-10-11,Cardiology,5,10,27,60,0.45,14.2,2,0,none
2025-10-11,Orthopedics,5,10,27,50,0.54,13.6,2,0,none
2025-10-11,Pediatrics,5,10,36,70,0.514,13.9,2,1,high
2025-10-11,Radiology,5,10,19,40,0.475,15.2,1,0,none
2025-10-12,Emergency,6,10,42,100,0.42,14.8,5,0,none
2025-10-12,OPD - General Medicine,6,10,87,150,0.58,16.2,6,0,none
2025-10-12,Cardiology,6,10,27,60,0.45,13.7,2,0,none
2025-10-12,Orthopedics,6,10,22,50,0.44,14.7,2,0,none
2025-10-12,Pediatrics,6,10,43,70,0.614,15.8,2,0,none
2025-10-12,Radiology,6,10,16,40,0.4,16.8,1,0,none
2025-10-13,Emergency,0,10,85,100,0.85,36.2,5,0,none
2025-10-13,OPD - General Medicine,0,10,154,150,1.027,46.7,7,0,none
2025-10-13,Cardiology,0,10,43,60,0.717,16.5,2,0,none
2025-10-13,Orthopedics,0,10,31,50,0.62,16.6,2,0,none
2025-10-13,Pediatrics,0,10,54,70,0.771,26.1,3,0,none
2025-10-13,Radiology,0,10,30,40,0.75,18.5,2,0,none
2025-10-14,Emergency,1,10,63,100,0.63,16.3,4,0,none
2025-10-14,OPD - General Medicine,1,10,127,150,0.847,35.2,7,0,none
2025-10-14,Cardiology,1,10,46,60,0.767,23.0,3,0,none
2025-10-14,Orthopedics,1,10,34,50,0.68,16.9,2,0,none
2025-10-14,Pediatrics,1,10,42,70,0.6,16.2,3,0,none
2025-10-14,Radiology,1,10,24,40,0.6,15.8,1,0,none
2025-10-15,Emergency,2,10,58,100,0.58,16.0,4,0,none
2025-10-15,OPD - General Medicine,2,10,96,150,0.64,15.5,7,0,none
2025-10-15,Cardiology,2,10,42,60,0.7,14.0,2,0,none
2025-10-15,Orthopedics,2,10,23,50,0.46,15.8,2,0,none
2025-10-15,Pediatrics,2,10,43,70,0.614,16.7,2,0,none
2025-10-15,Radiology,2,10,28,40,0.7,15.3,1,0,none
2025-10-16,Emergency,3,10,65,100,0.65,15.5,4,0,none
2025-10-16,OPD - General Medicine,3,10,114,150,0.76,21.3,6,0,none
2025-10-16,Cardiology,3,10,45,60,0.75,18.5,3,0,none
2025-10-16,Orthopedics,3,10,31,50,0.62,15.6,2,0,none
2025-10-16,Pediatrics,3,10,53,70,0.757,24.5,3,0,none
2025-10-16,Radiology,3,10,20,40,0.5,13.8,2,0,none
2025-10-17,Emergency,4,10,74,100,0.74,18.0,4,0,none
2025-10-17,OPD - General Medicine,4,10,110,150,0.733,17.0,8,0,none
2025-10-17,Cardiology,4,10,34,60,0.567,14.5,2,0,none
2025-10-17,Orthopedics,4,10,29,50,0.58,12.8,1,0,none
2025-10-17,Pediatrics,4,10,58,70,0.829,32.3,3,0,none
2025-10-17,Radiology,4,10,15,40,0.375,16.1,1,0,none
2025-10-18,Emergency,5,10,42,100,0.42,15.4,3,0,none
2025-10-18,OPD - General Medicine,5,10,89,150,0.593,16.4,8,0,none
2025-10-18,Cardiology,5,10,29,60,0.483,15.9,2,0,none
2025-10-18,Orthopedics,5,10,22,50,0.44,17.0,2,0,none
2025-10-18,Pediatrics,5,10,36,70,0.514,13.4,2,0,none
2025-10-18,Radiology,5,10,19,40,0.475,16.1,1,0,none
2025-10-19,Emergency,6,10,39,100,0.39,15.9,4,0,none
2025-10-19,OPD - General Medicine,6,10,91,150,0.607,16.6,8,0,none
2025-10-19,Cardiology,6,10,31,60,0.517,15.3,2,0,none
2025-10-19,Orthopedics,6,10,23,50,0.46,15.4,1,0,none
2025-10-19,Pediatrics,6,10,38,70,0.543,15.6,3,0,none
2025-10-19,Radiology,6,10,15,40,0.375,13.3,2,0,none
2025-10-20,Emergency,0,10,81,100,0.81,24.8,5,0,none
2025-10-20,OPD - General Medicine,0,10,147,150,0.98,55.5,6,0,none
2025-10-20,Cardiology,0,10,51,60,0.85,30.2,2,0,none
2025-10-20,Orthopedics,0,10,33,50,0.66,13.0,2,0,none
2025-10-20,Pediatrics,0,10,44,70,0.629,16.6,2,0,none
2025-10-20,Radiology,0,10,29,40,0.725,19.5,1,0,none
2025-10-21,Emergency,1,10,62,100,0.62,15.1,4,0,none
2025-10-21,OPD - General Medicine,1,10,116,150,0.773,21.6,7,0,none
2025-10-21,Cardiology,1,10,41,60,0.683,14.3,2,0,none
2025-10-21,Orthopedics,1,10,31,50,0.62,13.2,1,0,none
2025-10-21,Pediatrics,1,10,40,70,0.571,16.2,2,0,none
2025-10-21,Radiology,1,10,27,40,0.675,14.8,2,0,none
2025-10-22,Emergency,2,10,58,100,0.58,16.3,4,0,none
2025-10-22,OPD - General Medicine,2,10,116,150,0.773,21.7,6,0,none
2025-10-22,Cardiology,2,10,39,60,0.65,13.1,2,0,none
2025-10-22,Orthopedics,2,10,27,50,0.54,16.6,2,0,none
2025-10-22,Pediatrics,2,10,37,70,0.529,15.4,3,0,none
2025-10-22,Radiology,2,10,27,40,0.675,15.4,1,0,none
2025-10-23,Emergency,3,10,69,100,0.69,15.3,3,0,none
2025-10-23,OPD - General Medicine,3,10,106,150,0.707,16.9,7,0,none
2025-10-23,Cardiology,3,10,38,60,0.633,16.5,2,0,none
2025-10-23,Orthopedics,3,10,27,50,0.54,15.0,2,0,none
2025-10-23,Pediatrics,3,10,28,70,0.4,13.6,3,0,none
2025-10-23,Radiology,3,10,27,40,0.675,15.0,2,0,none
2025-10-24,Emergency,4,10,63,100,0.63,13.0,4,0,none
2025-10-24,OPD - General Medicine,4,10,170,150,1.133,64.3,6,0,none
2025-10-24,Cardiology,4,10,41,60,0.683,16.4,2,0,none
2025-10-24,Orthopedics,4,10,27,50,0.54,14.2,2,0,none
2025-10-24,Pediatrics,4,10,35,70,0.5,15.7,2,0,none
2025-10-24,Radiology,4,10,26,40,0.65,12.9,1,0,none
2025-10-25,Emergency,5,10,41,100,0.41,16.1,3,0,none
2025-10-25,OPD - General Medicine,5,10,96,150,0.64,16.8,5,0,none
2025-10-25,Cardiology,5,10,31,60,0.517,16.3,2,0,none
2025-10-25,Orthopedics,5,10,22,50,0.44,15.5,2,0,none
2025-10-25,Pediatrics,5,10,41,70,0.586,17.0,3,0,none
2025-10-25,Radiology,5,10,21,40,0.525,15.9,1,0,none
2025-10-26,Emergency,6,10,43,100,0.43,13.1,5,0,none
2025-10-26,OPD - General Medicine,6,10,93,150,0.62,14.6,6,0,none
2025-10-26,Cardiology,6,10,29,60,0.483,16.2,3,0,none
2025-10-26,Orthopedics,6,10,21,50,0.42,15.3,2,0,none
2025-10-26,Pediatrics,6,10,42,70,0.6,15.5,3,0,none
2025-10-26,Radiology,6,10,15,40,0.375,16.1,1,0,none
2025-10-27,Emergency,0,10,71,100,0.71,18.1,3,0,none
2025-10-27,OPD - General Medicine,0,10,118,150,0.787,23.4,7,0,none
2025-10-27,Cardiology,0,10,44,60,0.733,20.8,2,0,none
2025-10-27,Orthopedics,0,10,28,50,0.56,13.9,2,0,none
2025-10-27,Pediatrics,0,10,56,70,0.8,26.3,2,0,none
2025-10-27,Radiology,0,10,36,40,0.9,40.6,1,0,none
2025-10-28,Emergency,1,10,62,100,0.62,13.0,5,0,none
2025-10-28,OPD - General Medicine,1,10,138,150,0.92,36.4,5,0,none
2025-10-28,Cardiology,1,10,42,60,0.7,13.9,2,0,none
2025-10-28,Orthopedics,1,10,30,50,0.6,16.4,2,0,none
2025-10-28,Pediatrics,1,10,55,70,0.786,25.2,3,0,none
2025-10-28,Radiology,1,10,29,40,0.725,17.4,1,0,none
2025-10-29,Emergency,2,10,58,100,0.58,14.5,5,0,none
2025-10-29,OPD - General Medicine,2,10,154,150,1.027,50.6,7,0,none
2025-10-29,Cardiology,2,10,34,60,0.567,15.1,2,0,none
2025-10-29,Orthopedics,2,10,31,50,0.62,13.5,2,0,none
2025-10-29,Pediatrics,2,10,43,70,0.614,15.4,3,0,none
2025-10-29,Radiology,2,10,24,40,0.6,13.6,1,0,none
2025-10-30,Emergency,3,10,67,100,0.67,17.0,4,0,none
2025-10-30,OPD - General Medicine,3,10,116,150,0.773,25.1,6,0,none
2025-10-30,Cardiology,3,10,38,60,0.633,13.3,3,0,none
2025-10-30,Orthopedics,3,10,33,50,0.66,16.9,1,0,none
2025-10-30,Pediatrics,3,10,45,70,0.643,14.5,2,0,none
2025-10-30,Radiology,3,10,26,40,0.65,14.6,1,0,none
2025-10-31,Emergency,4,10,53,100,0.53,16.4,4,0,none
2025-10-31,OPD - General Medicine,4,10,123,150,0.82,29.8,7,0,none
2025-10-31,Cardiology,4,10,41,60,0.683,16.2,3,0,none
2025-10-31,Orthopedics,4,10,24,50,0.48,15.7,2,0,none
2025-10-31,Pediatrics,4,10,51,70,0.729,20.5,2,0,none
2025-10-31,Radiology,4,10,23,40,0.575,13.9,1,0,none
2025-11-01,Emergency,5,11,52,100,0.52,14.9,3,0,none
2025-11-01,OPD - General Medicine,5,11,84,150,0.56,13.5,7,0,none
2025-11-01,Cardiology,5,11,32,60,0.533,15.1,2,0,none
2025-11-01,Orthopedics,5,11,19,50,0.38,14.0,2,0,none
2025-11-01,Pediatrics,5,11,31,70,0.443,16.6,3,0,none
2025-11-01,Radiology,5,11,18,40,0.45,15.8,1,0,none
2025-11-02,Emergency,6,11,47,100,0.47,16.5,5,0,none
2025-11-02,OPD - General Medicine,6,11,87,150,0.58,15.1,8,0,none
2025-11-02,Cardiology,6,11,38,60,0.633,13.8,2,0,none
2025-11-02,Orthopedics,6,11,27,50,0.54,14.7,2,0,none
2025-11-02,Pediatrics,6,11,28,70,0.4,13.8,2,0,none
2025-11-02,Radiology,6,11,19,40,0.475,13.1,1,0,none
2025-11-03,Emergency,0,11,61,100,0.61,12.8,5,0,none
2025-11-03,OPD - General Medicine,0,11,137,150,0.913,43.9,5,0,none
2025-11-03,Cardiology,0,11,43,60,0.717,19.1,2,0,none
2025-11-03,Orthopedics,0,11,27,50,0.54,15.4,2,0,none
2025-11-03,Pediatrics,0,11,39,70,0.557,13.8,3,0,none
2025-11-03,Radiology,0,11,25,40,0.625,15.2,2,0,none
2025-11-04,Emergency,1,11,61,100,0.61,14.1,4,0,none
2025-11-04,OPD - General Medicine,1,11,92,150,0.613,13.6,6,0,none
2025-11-04,Cardiology,1,11,45,60,0.75,19.2,2,0,none
2025-11-04,Orthopedics,1,11,38,50,0.76,25.0,1,0,none
2025-11-04,Pediatrics,1,11,42,70,0.6,13.9,3,0,none
2025-11-04,Radiology,1,11,27,40,0.675,14.6,2,0,none
2025-11-05,Emergency,2,11,79,100,0.79,29.0,4,0,none
2025-11-05,OPD - General Medicine,2,11,124,150,0.827,29.7,7,0,none
2025-11-05,Cardiology,2,11,46,60,0.767,23.7,2,0,none
2025-11-05,Orthopedics,2,11,31,50,0.62,13.6,2,0,none
2025-11-05,Pediatrics,2,11,42,70,0.6,14.3,2,0,none
2025-11-05,Radiology,2,11,25,40,0.625,14.8,1,0,none
2025-11-06,Emergency,3,11,68,100,0.68,16.4,3,0,none
2025-11-06,OPD - General Medicine,3,11,122,150,0.813,32.9,7,0,none
2025-11-06,Cardiology,3,11,43,60,0.717,15.8,2,0,none
2025-11-06,Orthopedics,3,11,33,50,0.66,14.7,2,0,none
2025-11-06,Pediatrics,3,11,48,70,0.686,13.8,2,0,none
2025-11-06,Radiology,3,11,24,40,0.6,16.0,1,0,none
2025-11-07,Emergency,4,11,50,100,0.5,12.9,4,0,none
2025-11-07,OPD - General Medicine,4,11,122,150,0.813,27.5,6,0,none
2025-11-07,Cardiology,4,11,40,60,0.667,12.9,3,0,none
2025-11-07,Orthopedics,4,11,27,50,0.54,14.6,1,0,none
2025-11-07,Pediatrics,4,11,41,70,0.586,14.7,2,0,none
2025-11-07,Radiology,4,11,18,40,0.45,12.9,1,0,none
2025-11-08,Emergency,5,11,49,100,0.49,17.0,5,0,none
2025-11-08,OPD - General Medicine,5,11,74,150,0.493,14.5,6,0,none
2025-11-08,Cardiology,5,11,30,60,0.5,17.2,2,0,none
2025-11-08,Orthopedics,5,11,20,50,0.4,14.8,2,0,none
2025-11-08,Pediatrics,5,11,38,70,0.543,15.5,2,0,none
2025-11-08,Radiology,5,11,16,40,0.4,15.1,2,0,none
2025-11-09,Emergency,6,11,43,100,0.43,16.4,4,0,none
2025-11-09,OPD - General Medicine,6,11,96,150,0.64,16.6,8,0,none
2025-11-09,Cardiology,6,11,34,60,0.567,15.7,2,0,none
2025-11-09,Orthopedics,6,11,20,50,0.4,13.0,2,0,none
2025-11-09,Pediatrics,6,11,37,70,0.529,14.3,2,0,none
2025-11-09,Radiology,6,11,16,40,0.4,13.3,1,0,none
2025-11-10,Emergency,0,11,72,100,0.72,17.4,5,0,none
2025-11-10,OPD - General Medicine,0,11,147,150,0.98,53.4,5,0,none
2025-11-10,Cardiology,0,11,51,60,0.85,35.3,3,0,none
2025-11-10,Orthopedics,0,11,37,50,0.74,17.0,2,0,none
2025-11-10,Pediatrics,0,11,52,70,0.743,21.1,3,0,none
2025-11-10,Radiology,0,11,29,40,0.725,16.5,1,0,none
2025-11-11,Emergency,1,11,58,100,0.58,13.9,4,0,none
2025-11-11,OPD - General Medicine,1,11,138,150,0.92,46.4,5,0,none
2025-11-11,Cardiology,1,11,44,60,0.733,19.5,2,0,none
2025-11-11,Orthopedics,1,11,30,50,0.6,13.6,1,0,none
2025-11-11,Pediatrics,1,11,46,70,0.657,13.2,2,0,none
2025-11-11,Radiology,1,11,24,40,0.6,15.7,1,0,none
2025-11-12,Emergency,2,11,68,100,0.68,17.0,5,0,none
2025-11-12,OPD - General Medicine,2,11,102,150,0.68,17.2,6,0,none
2025-11-12,Cardiology,2,11,45,60,0.75,20.5,3,0,none
2025-11-12,Orthopedics,2,11,34,50,0.68,12.9,1,0,none
2025-11-12,Pediatrics,2,11,33,70,0.471,15.3,2,0,none
2025-11-12,Radiology,2,11,28,40,0.7,14.9,1,0,none
2025-11-13,Emergency,3,11,75,100,0.75,23.7,5,0,none
2025-11-13,OPD - General Medicine,3,11,115,150,0.767,20.0,6,0,none
2025-11-13,Cardiology,3,11,38,60,0.633,17.1,2,0,none
2025-11-13,Orthopedics,3,11,27,50,0.54,13.8,2,0,none
2025-11-13,Pediatrics,3,11,51,70,0.729,16.0,2,0,none
2025-11-13,Radiology,3,11,23,40,0.575,13.2,2,0,none
2025-11-14,Emergency,4,11,55,100,0.55,16.7,4,0,none
2025-11-14,OPD - General Medicine,4,11,107,150,0.713,14.5,7,0,none
2025-11-14,Cardiology,4,11,39,60,0.65,13.2,3,0,none
2025-11-14,Orthopedics,4,11,32,50,0.64,15.3,2,0,none
2025-11-14,Pediatrics,4,11,44,70,0.629,13.9,3,0,none
2025-11-14,Radiology,4,11,28,40,0.7,16.0,1,0,none
2025-11-15,Emergency,5,11,39,100,0.39,13.2,5,0,none
2025-11-15,OPD - General Medicine,5,11,88,150,0.587,17.2,7,0,none
2025-11-15,Cardiology,5,11,33,60,0.55,15.6,2,0,none
2025-11-15,Orthopedics,5,11,23,50,0.46,14.3,1,0,none
2025-11-15,Pediatrics,5,11,30,70,0.429,16.7,3,0,none
2025-11-15,Radiology,5,11,20,40,0.5,15.8,1,0,none
2025-11-16,Emergency,6,11,43,100,0.43,14.2,5,0,none
2025-11-16,OPD - General Medicine,6,11,65,150,0.433,16.8,6,0,none
2025-11-16,Cardiology,6,11,34,60,0.567,13.7,2,0,none
2025-11-16,Orthopedics,6,11,26,50,0.52,13.1,2,0,none
2025-11-16,Pediatrics,6,11,46,70,0.657,14.6,3,0,none
2025-11-16,Radiology,6,11,20,40,0.5,16.0,1,0,none
